사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2022-08,5호선,2541,왕십리(성동구청),"100,238","121,169","22,142","22,447",2022-09-03 10:18:23
2022-08,5호선,2542,마장,"113,381","104,272","38,317","36,895",2022-09-03 10:18:23
2022-08,5호선,2543,답십리,"360,107","324,217","75,773","72,721",2022-09-03 10:18:23
2022-08,5호선,2544,장한평,"405,925","399,975","85,511","86,370",2022-09-03 10:18:23
2022-08,5호선,2545,군자(능동),"266,768","295,018","37,236","39,838",2022-09-03 10:18:23
2022-08,5호선,2546,아차산(어린이대공원후문),"310,477","298,827","87,477","86,157",2022-09-03 10:18:23
2022-08,5호선,2547,광나루(장신대),"309,877","284,043","62,586","59,177",2022-09-03 10:18:23
2022-08,5호선,2548,천호(풍납토성),"400,612","390,479","123,835","127,362",2022-09-03 10:18:23
2022-08,5호선,2549,강동,"398,106","382,591","104,240","102,348",2022-09-03 10:18:23
2022-08,5호선,2550,길동,"150,670","158,356","68,966","70,414",2022-09-03 10:18:23
2022-08,5호선,2551,굽은다리(강동구민회관앞),"194,300","188,859","70,229","65,609",2022-09-03 10:18:23
2022-08,5호선,2552,명일,"170,260","176,053","63,118","66,401",2022-09-03 10:18:23
2022-08,5호선,2553,고덕,"193,836","193,144","65,859","65,743",2022-09-03 10:18:23
2022-08,5호선,2554,상일동,"313,568","288,543","82,549","79,835",2022-09-03 10:18:23
2022-08,5호선,2555,둔촌동,"164,223","164,437","57,339","57,693",2022-09-03 10:18:23
2022-08,5호선,2556,올림픽공원(한국체대),"97,998","87,106","35,433","32,640",2022-09-03 10:18:23
2022-08,5호선,2557,방이,"152,034","158,298","42,616","42,269",2022-09-03 10:18:23
2022-08,5호선,2558,오금,"78,364","78,680","18,513","17,756",2022-09-03 10:18:23
2022-08,5호선,2559,개롱,"126,896","133,348","45,264","46,631",2022-09-03 10:18:23
2022-08,5호선,2560,거여,"209,797","199,489","58,473","57,296",2022-09-03 10:18:23
2022-08,5호선,2561,마천,"141,226","134,419","51,749","53,209",2022-09-03 10:18:23
2022-08,5호선,2562,강일,"91,802","87,517","31,441","31,145",2022-09-03 10:18:23
2022-08,5호선,2563,미사,"379,969","387,065","70,374","70,212",2022-09-03 10:18:23
2022-08,5호선,2564,하남풍산,"90,021","89,075","24,282","24,155",2022-09-03 10:18:23
2022-08,5호선,2565,하남시청(덕풍·신장),"134,793","126,518","58,864","60,018",2022-09-03 10:18:23
2022-08,5호선,2566,하남검단산,"127,889","121,217","44,192","43,742",2022-09-03 10:18:23
2022-08,6호선,2611,응암,"365,180","361,049","106,202","106,390",2022-09-03 10:18:23
2022-08,6호선,2612,역촌,"73,951","88,676","31,792","30,854",2022-09-03 10:18:23
2022-08,6호선,2613,불광,"87,214","88,743","40,703","33,547",2022-09-03 10:18:23
2022-08,6호선,2614,독바위,"56,579","57,001","18,936","23,105",2022-09-03 10:18:23
2022-08,6호선,2615,연신내,52,0,2,0,2022-09-03 10:18:23
2022-08,6호선,2616,구산,"162,014","110,328","48,011","50,993",2022-09-03 10:18:23
2022-08,6호선,2617,새절(신사),"255,507","231,753","80,721","80,729",2022-09-03 10:18:23
2022-08,6호선,2618,증산(명지대앞),"203,158","199,856","66,289","66,927",2022-09-03 10:18:23
2022-08,6호선,2619,디지털미디어시티,"320,873","358,174","52,102","53,225",2022-09-03 10:18:23
2022-08,6호선,2620,월드컵경기장(성산),"91,615","98,904","51,369","50,059",2022-09-03 10:18:23
2022-08,6호선,2621,마포구청,"316,535","281,903","73,191","66,729",2022-09-03 10:18:23
2022-08,6호선,2622,망원,"327,243","355,996","74,369","77,271",2022-09-03 10:18:23
2022-08,6호선,2623,합정,"348,961","344,496","37,155","34,778",2022-09-03 10:18:23
2022-08,6호선,2624,상수,"241,040","285,596","20,003","20,534",2022-09-03 10:18:23
2022-08,6호선,2625,광흥창(서강),"199,670","190,903","47,322","46,627",2022-09-03 10:18:23
2022-08,6호선,2626,대흥(서강대앞),"179,651","185,562","44,744","44,415",2022-09-03 10:18:23
2022-08,6호선,2627,공덕,"416,090","407,757","68,459","64,286",2022-09-03 10:18:23
2022-08,6호선,2628,효창공원앞,"157,389","138,603","34,205","31,738",2022-09-03 10:18:23
2022-08,6호선,2629,삼각지,"189,733","156,009","16,506","13,195",2022-09-03 10:18:23
2022-08,6호선,2630,녹사평(용산구청),"131,335","135,734","16,408","15,719",2022-09-03 10:18:23
2022-08,6호선,2631,이태원,"329,455","370,551","28,713","29,739",2022-09-03 10:18:23
2022-08,6호선,2632,한강진,"224,575","266,059","14,949","14,544",2022-09-03 10:18:23
2022-08,6호선,2633,버티고개,"44,813","43,979","12,621","14,821",2022-09-03 10:18:23
2022-08,6호선,2634,약수,"76,497","77,372","21,643","20,721",2022-09-03 10:18:23
2022-08,6호선,2635,청구,"80,850","79,153","18,171","21,059",2022-09-03 10:18:23
2022-08,6호선,2636,신당,"187,211","192,221","34,926","33,984",2022-09-03 10:18:23
2022-08,6호선,2637,동묘앞,"160,955","166,393","60,564","56,811",2022-09-03 10:18:23
2022-08,6호선,2638,창신,"75,316","60,026","18,076","17,165",2022-09-03 10:18:23
2022-08,6호선,2639,보문,"175,368","157,992","27,989","26,329",2022-09-03 10:18:23
2022-08,6호선,2640,안암(고대병원앞),"247,670","249,415","34,254","33,006",2022-09-03 10:18:23
2022-08,6호선,2641,고려대(종암),"184,511","176,973","31,152","30,744",2022-09-03 10:18:23
2022-08,6호선,2642,월곡(동덕여대),"242,454","237,938","66,337","65,317",2022-09-03 10:18:23
2022-08,6호선,2643,상월곡(한국과학기술연구원),"131,633","115,052","37,329","36,281",2022-09-03 10:18:23
2022-08,6호선,2644,돌곶이,"200,517","182,130","55,477","54,365",2022-09-03 10:18:23
2022-08,6호선,2645,석계,"257,694","269,165","71,756","71,476",2022-09-03 10:18:23
2022-08,6호선,2646,태릉입구,"124,744","134,033","28,048","27,931",2022-09-03 10:18:23
2022-08,6호선,2647,화랑대(서울여대입구),"254,156","195,045","43,212","39,092",2022-09-03 10:18:23
2022-08,6호선,2648,봉화산(서울의료원),"190,418","178,669","45,036","44,767",2022-09-03 10:18:23
2022-08,6호선,2649,신내,10,0,1,0,2022-09-03 10:18:23
2022-08,7호선,2711,장암,"54,163","22,176","11,158","8,585",2022-09-03 10:18:23
2022-08,7호선,2712,도봉산,"196,524","221,315","45,812","63,042",2022-09-03 10:18:23
2022-08,7호선,2713,수락산,"259,808","256,217","92,960","94,497",2022-09-03 10:18:23
2022-08,7호선,2714,마들,"271,596","250,428","80,619","79,252",2022-09-03 10:18:23
2022-08,7호선,2715,노원,"438,187","461,794","116,565","117,150",2022-09-03 10:18:23
2022-08,7호선,2716,중계,"297,593","264,661","82,314","79,317",2022-09-03 10:18:23
2022-08,7호선,2717,하계,"377,462","350,178","98,821","95,945",2022-09-03 10:18:23
2022-08,7호선,2718,공릉(서울과학기술대),"246,425","244,526","65,419","65,388",2022-09-03 10:18:23
2022-08,7호선,2719,태릉입구,"192,006","179,897","40,288","38,511",2022-09-03 10:18:23
2022-08,7호선,2720,먹골,"215,483","210,424","62,428","63,292",2022-09-03 10:18:23
2022-08,7호선,2721,중화,"227,928","219,983","60,019","59,965",2022-09-03 10:18:23
2022-08,7호선,2722,상봉(시외버스터미널),"395,431","376,052","66,860","64,578",2022-09-03 10:18:23
2022-08,7호선,2723,면목,"316,495","301,837","90,792","93,401",2022-09-03 10:18:23
2022-08,7호선,2724,사가정,"342,276","337,902","92,311","91,773",2022-09-03 10:18:23
2022-08,7호선,2725,용마산(용마폭포공원),"129,105","121,972","33,714","36,875",2022-09-03 10:18:23
2022-08,7호선,2726,중곡,"232,208","215,079","58,686","58,612",2022-09-03 10:18:23
2022-08,7호선,2727,군자(능동),"337,409","261,814","73,363","63,966",2022-09-03 10:18:23
2022-08,7호선,2728,어린이대공원(세종대),"332,898","331,961","38,132","38,076",2022-09-03 10:18:23
2022-08,7호선,2729,건대입구,"306,743","326,858","53,260","48,692",2022-09-03 10:18:23
2022-08,7호선,2730,뚝섬유원지,"220,964","206,864","43,114","43,073",2022-09-03 10:18:23
2022-08,7호선,2731,청담,"448,616","506,728","70,771","68,163",2022-09-03 10:18:23
2022-08,7호선,2732,강남구청,"389,907","436,842","46,352","47,524",2022-09-03 10:18:23
2022-08,7호선,2733,학동,"554,523","588,540","56,576","54,072",2022-09-03 10:18:23
2022-08,7호선,2734,논현,"442,820","469,553","41,479","41,086",2022-09-03 10:18:23
2022-08,7호선,2735,반포,"134,514","131,677","31,764","30,242",2022-09-03 10:18:23
2022-08,7호선,2736,고속터미널,"423,518","327,639","64,376","57,286",2022-09-03 10:18:23
2022-08,7호선,2737,내방,"316,614","324,753","63,539","61,815",2022-09-03 10:18:23
2022-08,7호선,2738,이수,"360,133","346,591","67,929","65,039",2022-09-03 10:18:23
2022-08,7호선,2739,남성,"238,548","217,816","66,490","66,221",2022-09-03 10:18:23
2022-08,7호선,2740,숭실대입구(살피재),"260,190","261,564","56,764","58,828",2022-09-03 10:18:23
2022-08,7호선,2741,상도,"242,143","231,481","56,822","53,324",2022-09-03 10:18:23
2022-08,7호선,2742,장승배기,"189,153","181,750","63,217","64,193",2022-09-03 10:18:23
2022-08,7호선,2743,신대방삼거리,"326,748","304,695","81,816","83,799",2022-09-03 10:18:23
2022-08,7호선,2744,보라매,"173,271","172,785","32,293","32,814",2022-09-03 10:18:23
2022-08,7호선,2745,신풍,"246,861","231,033","68,410","68,590",2022-09-03 10:18:23
2022-08,7호선,2746,대림(구로구청),"207,451","209,420","36,371","35,409",2022-09-03 10:18:23
2022-08,7호선,2747,남구로,"355,203","370,244","57,615","58,204",2022-09-03 10:18:23
2022-08,7호선,2748,가산디지털단지,"1,011,630","1,004,540","80,508","75,856",2022-09-03 10:18:23
2022-08,7호선,2749,철산,"476,511","487,895","92,473","91,441",2022-09-03 10:18:23
2022-08,7호선,2750,광명사거리,"450,634","440,305","139,246","145,314",2022-09-03 10:18:23
2022-08,7호선,2751,천왕,"247,122","234,389","52,942","52,668",2022-09-03 10:18:23
2022-08,7호선,2752,온수(성공회대입구),"222,691","208,363","37,203","35,219",2022-09-03 10:18:23
2022-08,7호선,2753,까치울,1,0,1,0,2022-09-03 10:18:23
2022-08,7호선,2756,신중동,1,0,0,0,2022-09-03 10:18:23
2022-08,7호선,2758,상동,2,0,0,0,2022-09-03 10:18:23
2022-08,7호선,2759,삼산체육관,1,0,0,0,2022-09-03 10:18:23
2022-08,7호선,2760,굴포천,2,0,0,0,2022-09-03 10:18:23
2022-08,7호선,2761,부평구청,3,0,0,0,2022-09-03 10:18:23
2022-08,8호선,2811,암사,"410,946","353,632","98,019","96,387",2022-09-03 10:18:23
2022-08,8호선,2812,천호(풍납토성),"329,984","395,208","77,833","74,118",2022-09-03 10:18:23
2022-08,8호선,2813,강동구청,"214,110","222,055","59,181","59,187",2022-09-03 10:18:23
2022-08,8호선,2814,몽촌토성(평화의문),"139,115","142,346","28,034","27,237",2022-09-03 10:18:23
2022-08,8호선,2815,잠실(송파구청),"365,930","435,905","68,731","66,687",2022-09-03 10:18:23
2022-08,8호선,2816,석촌,"162,961","194,795","46,035","48,792",2022-09-03 10:18:23
2022-08,8호선,2817,송파,"182,220","178,200","55,376","55,308",2022-09-03 10:18:23
2022-08,8호선,2818,가락시장,"146,877","166,586","56,284","57,820",2022-09-03 10:18:23
2022-08,8호선,2819,문정,"486,335","513,069","55,016","54,777",2022-09-03 10:18:23
2022-08,8호선,2820,장지,"394,489","377,628","73,082","68,994",2022-09-03 10:18:23
2022-08,8호선,2821,복정,"210,208","177,551","35,210","32,094",2022-09-03 10:18:23
2022-08,8호선,2822,산성,"115,364","113,610","28,492","31,403",2022-09-03 10:18:23
2022-08,8호선,2823,남한산성입구(성남법원.검찰청),"291,805","258,930","72,348","68,676",2022-09-03 10:18:23
2022-08,8호선,2824,단대오거리,"219,187","212,292","66,931","65,078",2022-09-03 10:18:23
2022-08,8호선,2825,신흥,"85,726","94,549","34,807","36,371",2022-09-03 10:18:23
2022-08,8호선,2826,수진,"106,834","95,254","43,450","42,273",2022-09-03 10:18:23
2022-08,8호선,2827,모란,"81,551","68,344","50,722","39,489",2022-09-03 10:18:23
2022-08,8호선,2828,남위례,"123,494","128,049","23,305","23,614",2022-09-03 10:18:23
2022-08,9호선,4101,개화,"58,416","40,669","12,641","10,357",2022-09-03 10:18:23
2022-08,9호선,4102,김포공항,"216,481","323,299","19,347","23,598",2022-09-03 10:18:23
2022-08,9호선,4103,공항시장,"60,767","65,460","23,342","25,622",2022-09-03 10:18:23
2022-08,9호선,4104,신방화,"143,234","138,454","43,814","43,860",2022-09-03 10:18:23
2022-08,9호선,4105,마곡나루(서울식물원),"302,238","300,762","29,326","28,798",2022-09-03 10:18:23
2022-08,9호선,4106,양천향교,"218,343","223,692","42,618","42,435",2022-09-03 10:18:23
2022-08,9호선,4107,가양,"454,820","441,481","122,932","119,818",2022-09-03 10:18:23
2022-08,9호선,4108,증미,"161,615","153,926","41,231","41,918",2022-09-03 10:18:23
2022-08,9호선,4109,등촌,"239,225","227,935","75,619","76,328",2022-09-03 10:18:23
2022-08,9호선,4110,염창,"409,615","392,005","67,368","66,409",2022-09-03 10:18:23
2022-08,9호선,4111,신목동,"93,583","79,594","19,571","18,280",2022-09-03 10:18:23
2022-08,9호선,4112,선유도,"201,715","190,544","25,996","25,009",2022-09-03 10:18:23
2022-08,9호선,4113,당산,"453,687","458,064","61,895","57,815",2022-09-03 10:18:23
2022-08,9호선,4114,국회의사당,"377,152","392,842","49,828","44,398",2022-09-03 10:18:23
2022-08,9호선,4115,여의도,"721,152","680,330","46,281","42,069",2022-09-03 10:18:23
2022-08,9호선,4116,샛강,"139,056","138,574","24,442","24,147",2022-09-03 10:18:23
2022-08,9호선,4117,노량진,"630,527","627,328","77,504","79,740",2022-09-03 10:18:23
2022-08,9호선,4118,노들,"98,732","81,377","29,594","27,146",2022-09-03 10:18:23
2022-08,9호선,4119,흑석(중앙대입구),"168,206","176,052","51,582","52,430",2022-09-03 10:18:23
2022-08,9호선,4120,동작(현충원),"41,221","32,231","8,817","7,309",2022-09-03 10:18:23
2022-08,9호선,4121,구반포,"23,552","23,347","9,325","9,376",2022-09-03 10:18:23
2022-08,9호선,4122,신반포,"86,590","90,451","20,123","20,335",2022-09-03 10:18:23
2022-08,9호선,4123,고속터미널,"348,774","472,314","54,363","62,343",2022-09-03 10:18:23
2022-08,9호선,4124,사평,"81,475","78,846","19,836","20,019",2022-09-03 10:18:23
2022-08,9호선,4125,신논현,"790,971","787,147","48,569","46,859",2022-09-03 10:18:23
2022-08,공항철도 1호선,4201,서울역,"261,344","244,162","31,322","27,197",2022-09-03 10:18:23
2022-08,공항철도 1호선,4202,공덕,"61,510","83,324","7,272","8,759",2022-09-03 10:18:23
2022-08,공항철도 1호선,4203,홍대입구,"334,381","344,582","17,164","16,166",2022-09-03 10:18:23
2022-08,공항철도 1호선,4204,디지털미디어시티,"338,524","313,402","24,556","23,008",2022-09-03 10:18:23
2022-08,공항철도 1호선,4206,마곡나루(서울식물원),"216,283","206,531","12,852","12,660",2022-09-03 10:18:23
2022-08,공항철도 1호선,4207,김포공항,"337,165","182,448","22,741","14,639",2022-09-03 10:18:23
2022-08,공항철도 1호선,4208,계양,"277,730","256,957","29,131","27,317",2022-09-03 10:18:23
2022-08,공항철도 1호선,4209,검암,"166,708","165,506","15,771","15,728",2022-09-03 10:18:23
2022-08,공항철도 1호선,4210,청라국제도시,"178,960","168,163","12,695","12,606",2022-09-03 10:18:23
2022-08,공항철도 1호선,4211,운서,"200,504","208,384","26,801","27,033",2022-09-03 10:18:23
2022-08,공항철도 1호선,4212,공항화물청사,"53,868","57,669","9,032","8,761",2022-09-03 10:18:23
2022-08,공항철도 1호선,4213,인천공항1터미널,"245,613","220,451","24,714","22,822",2022-09-03 10:18:23
2022-08,공항철도 1호선,4215,인천공항2터미널,"103,520","88,640","14,098","12,579",2022-09-03 10:18:23
2022-08,공항철도 1호선,4217,영종,"84,927","86,132","20,257","20,018",2022-09-03 10:18:23
2022-08,9호선2~3단계,4126,언주,"264,607","266,710","26,706","26,032",2022-09-03 10:18:23
2022-08,9호선2~3단계,4127,선정릉,"235,874","257,011","23,905","24,289",2022-09-03 10:18:23
2022-08,9호선2~3단계,4128,삼성중앙,"168,426","176,748","23,626","23,069",2022-09-03 10:18:23
2022-08,9호선2~3단계,4129,봉은사,"470,811","479,766","49,259","46,850",2022-09-03 10:18:23
2022-08,9호선2~3단계,4130,종합운동장,"134,604","110,568","18,436","16,844",2022-09-03 10:18:23
2022-08,9호선2~3단계,4131,삼전,"160,796","152,790","34,212","33,103",2022-09-03 10:18:23
2022-08,9호선2~3단계,4132,석촌고분,"142,599","137,655","34,702","35,284",2022-09-03 10:18:23
2022-08,9호선2~3단계,4133,석촌,"208,513","182,203","34,579","29,395",2022-09-03 10:18:23
2022-08,9호선2~3단계,4134,송파나루,"121,977","132,802","25,901","27,129",2022-09-03 10:18:23
2022-08,9호선2~3단계,4135,한성백제,"58,891","52,732","15,494","13,639",2022-09-03 10:18:23
2022-08,9호선2~3단계,4136,올림픽공원(한국체대),"189,372","189,722","31,191","30,225",2022-09-03 10:18:23
2022-08,9호선2~3단계,4137,둔촌오륜,"23,048","21,668","5,830","6,437",2022-09-03 10:18:23
2022-08,9호선2~3단계,4138,중앙보훈병원,"213,568","184,363","73,598","71,725",2022-09-03 10:18:23
2022-08,우이신설선,4701,북한산우이,"55,098","50,159","34,939","36,145",2022-09-03 10:18:23
2022-08,우이신설선,4702,솔밭공원,"41,672","36,448","26,921","28,505",2022-09-03 10:18:23
2022-08,우이신설선,4703,4.19민주묘지,"47,065","44,841","33,319","29,724",2022-09-03 10:18:23
2022-08,우이신설선,4704,가오리,"69,516","66,468","46,909","48,239",2022-09-03 10:18:23
2022-08,우이신설선,4705,화계,"54,945","48,004","39,679","39,766",2022-09-03 10:18:23
2022-08,우이신설선,4706,삼양,"30,647","31,010","25,315","27,770",2022-09-03 10:18:23
2022-08,우이신설선,4707,삼양사거리,"35,742","35,242","33,277","33,528",2022-09-03 10:18:23
2022-08,우이신설선,4708,솔샘,"119,458","107,559","36,408","37,730",2022-09-03 10:18:23
2022-08,우이신설선,4709,북한산보국문,"123,458","112,556","38,929","39,158",2022-09-03 10:18:23
2022-08,우이신설선,4710,정릉,"83,670","72,964","43,097","39,857",2022-09-03 10:18:23
2022-08,우이신설선,4711,성신여대입구(돈암),"65,025","76,808","27,103","26,424",2022-09-03 10:18:23
2022-08,우이신설선,4712,보문,"27,682","27,987","14,122","13,870",2022-09-03 10:18:23
2022-08,우이신설선,4713,신설동,"31,219","31,841","25,448","22,928",2022-09-03 10:18:23
2022-08,신림선,4401,샛강,"45,085","59,073","11,146","11,161",2022-09-03 10:18:23
2022-08,신림선,4402,대방,"47,393","36,617","11,212","9,565",2022-09-03 10:18:23
2022-08,신림선,4403,서울지방병무청,"46,446","51,154","17,901","19,808",2022-09-03 10:18:23
2022-08,신림선,4404,보라매,"60,920","57,423","17,917","15,278",2022-09-03 10:18:23
2022-08,신림선,4405,보라매공원,"35,679","38,373","12,858","13,756",2022-09-03 10:18:23
2022-08,신림선,4406,보라매병원,"127,644","135,081","40,384","39,080",2022-09-03 10:18:23
2022-08,신림선,4407,당곡,"77,486","75,161","28,235","27,946",2022-09-03 10:18:23
2022-08,신림선,4408,신림,"32,147","46,702","13,864","16,042",2022-09-03 10:18:23
2022-08,신림선,4409,서원,"61,687","52,487","19,549","19,097",2022-09-03 10:18:23
2022-08,신림선,4410,서울대벤처타운,"137,800","134,489","50,160","51,435",2022-09-03 10:18:23
2022-08,신림선,4411,관악산(서울대),"51,376","52,116","40,168","39,712",2022-09-03 10:18:23
